na,nb,road_length,road_width
66473,60782,1635.859319,20
235161,100053,259.059696,44
3388,25111,615.082079,30
235163,231445,55.605194,16
113611,120115,249.790210,36
23947,182092,596.608451,30
85008,4798,15.656355,22
199339,112303,798.615708,30
235164,142044,270.306821,44
143151,91316,559.648207,30
31057,111464,956.711200,30
129666,45987,81.830466,20
194760,181100,69.112393,24
195725,99103,193.403339,24
182116,17491,460.720695,30
235170,64000,778.619622,36
66559,40764,324.443685,32
193475,194907,179.692391,68
235171,84902,281.243773,30
30339,51283,45.932931,30
235172,173993,228.802010,28
16213,23968,780.849883,30
235176,173000,210.035217,25
235177,235178,269.277145,26
235179,41564,677.935885,30
235180,40577,29.504989,40
235181,85767,222.762779,30
114541,27577,251.100358,30
223945,235182,259.801255,32
163185,193291,328.940941,36
27592,100632,295.378895,34
235183,34118,442.243275,30
125862,235184,78.175328,22
228721,176307,106.903680,12
102463,162849,151.592929,26
159077,32610,271.167169,30
105956,35582,357.043198,30
27507,27641,250.192136,40
35990,154082,504.726694,30
235185,24589,14.398328,28
57353,133753,22.284963,22
194647,158926,257.658160,35
94840,129223,260.098457,16
151736,23664,619.773703,30
150637,91683,259.725531,28
166599,81050,269.005234,70
120161,134958,148.330513,30
220702,87475,259.983461,48
71502,161593,375.704130,28
235186,11567,192.081449,30
217575,207409,271.905631,44
167785,114897,141.094482,38
33250,235187,501.469213,30
142633,20239,577.910998,50
55881,82452,259.943103,38
235188,21252,272.912262,30
216834,104331,331.055246,32
29337,85169,197.062705,34
235199,142644,440.886124,40
206262,18401,83.099390,35
49537,225308,254.721216,32
59537,235200,254.391629,14
235203,120791,328.258532,54
120139,140113,571.819140,30
18205,114521,260.982305,50
161496,167164,32.525561,20
201685,41993,61.802127,22
26067,235204,232.279891,28
71467,33469,930.598708,30
185603,29857,185.970292,30
66590,64340,218.347277,40
235206,221528,167.138180,10
37948,119432,782.931443,36
49233,94746,678.021506,36
136889,235207,104.551663,15
4299,24608,97.830566,40
64324,137875,923.224317,36
235216,228853,753.057334,16
32109,46891,697.831485,28
33912,46085,99.384610,0
63462,189856,585.697381,30
18774,43107,263.113890,44
235218,122943,658.514930,20
235219,31162,269.561337,30
235221,29505,51.639574,20
215005,32741,249.256038,30
235229,76942,924.486659,36
105876,156896,65.304480,22
157742,65678,81.610251,30
235230,224636,47.320145,35
22202,71657,780.858715,30
235231,235232,193.079882,48
188041,90864,86.477983,20
9498,110571,332.057977,30
108321,64692,73.224129,15
235233,235234,229.947961,40
235235,58169,272.316817,40
56669,73493,900.045688,60
212880,49913,200.073353,50
235239,141078,737.225692,30
162574,140984,261.769085,42
235240,174429,127.885852,0
235246,20088,242.384501,40
163426,219462,327.900084,14
221962,122371,257.755490,44
33401,235247,26.168200,0
235247,38032,23.038327,0
122135,39741,418.830468,32
79548,109592,289.377355,28
186705,37204,261.560509,40
152446,31251,221.282565,34
132278,179311,265.358126,52
73721,23057,325.790551,40
2292,42801,281.356922,50
235248,15142,184.605770,36
235454,235455,1934.221830,20
9877,59818,879.071699,28
235456,188001,148.633809,20
235457,100148,129.103694,14
63349,171593,854.708963,30
146208,11924,35.926559,60
200148,132708,250.477512,38
235458,115610,260.270940,40
235459,19978,51.882491,40
235466,235467,576.930375,26
235469,215593,497.638934,22
186896,85712,182.444794,50
235471,235472,717.124300,26
155478,17171,770.124118,0
235473,177798,31.185245,12
49787,38725,319.585761,30
151608,60782,904.450696,20
115516,157435,270.763062,34
89581,235474,147.314761,12
79809,26114,251.742683,40
68601,119335,131.940946,50
144648,235475,341.784378,24
106772,87958,415.594409,30
83646,235476,124.375452,46
134092,9331,540.970315,36
213219,111382,828.497224,64
31669,51379,260.625329,40
235479,235480,240.687970,8
235482,228729,220.410542,30
6156,41407,855.432013,28
235483,168479,273.316405,0
60579,56089,660.873152,30
233942,7169,215.466360,30
58012,170179,779.986692,30
235484,81743,83.703155,38
194506,142683,280.455298,22
27034,49222,260.866525,35
167606,235486,890.256154,32
45961,194335,139.485045,32
119355,18959,307.602894,42
172488,141075,463.572600,60
181225,93871,209.984467,30
184568,235487,228.605794,32
235488,231156,66.914466,38
76493,25589,129.940622,45
88128,76043,144.590908,40
220947,192762,252.575966,24
120551,31888,280.726534,30
57581,145340,106.517495,24
26515,157500,270.740517,44
235489,79842,363.109774,22
207856,235490,22.494319,36
235494,119616,120.635658,0
235495,63283,189.969747,60
23192,22573,247.910447,32
235496,35789,867.129824,30
207791,166492,620.082510,32
146033,185619,813.172164,30
15453,11598,270.461970,50
131743,65783,25.838061,32
235498,101050,309.961149,46
177779,136130,264.512434,60
106334,118654,196.363148,30
93772,84506,369.587296,30
235515,23948,141.866111,0
235516,210666,269.489100,44
57710,149740,336.556096,46
64002,47997,262.600456,34
116468,67585,713.808790,30
136075,34833,66.019750,24
235517,30248,281.557089,38
235519,63389,216.558980,48
235520,47492,321.694699,30
50719,208951,270.880844,40
235012,103240,714.264637,34
169130,40962,245.583042,60
235539,34438,48.163470,32
167826,89727,259.805809,60
63088,235540,213.365933,30
158991,12455,558.471360,30
212055,171646,346.192501,45
90552,51921,526.320361,40
235541,199855,313.160715,30
235542,46001,332.871754,0
77069,89057,287.861154,60
201806,108187,496.162348,30
61364,87429,259.496876,48
94859,114841,177.745902,34
99402,229765,670.255776,30
235543,25772,242.505203,30
170966,235544,196.252238,44
170285,56571,65.941853,20
88937,235545,255.290950,30
61860,116889,785.967204,35
68323,185656,195.250357,60
219333,68598,271.443231,28
151883,56184,260.096980,24
144841,24358,441.087091,30
235551,20723,1128.180290,36
150258,149158,271.101265,44
121323,6457,265.095823,36
113726,196511,459.148555,20
235555,151595,175.180582,0
235593,80853,609.941250,36
23955,16488,220.748306,20
192258,124527,286.166126,30
36925,44572,220.358889,34
235594,200271,300.742870,30
104440,116852,830.484907,34
104255,129721,896.777956,30
3653,57938,269.699504,32
103318,97051,450.376868,30
220763,73802,269.790906,34
100681,171831,879.381939,28
235611,54568,708.008796,50
235612,97688,106.127979,84
164430,23745,284.950973,60
235613,44770,263.066078,30
89909,78933,748.970482,30
53724,90438,270.364349,34
23313,146190,186.049458,60
85056,29545,260.090332,60
235614,31961,52.064027,70
235732,61227,688.686317,40
98947,235733,450.868292,24
20085,91072,29.432299,36
16267,74690,147.631272,30
235743,3240,284.713159,26
4418,58813,143.598139,30
32568,198138,261.775750,35
235744,12329,165.757519,30
235745,50419,766.561708,28
235751,148094,1043.349696,30
191209,62483,34.198603,44
85490,17051,227.068562,40
76024,28643,789.538661,34
94476,54377,561.351635,34
25621,11684,839.882145,30
61880,168660,259.888159,40
20893,68879,261.081134,70
235753,100489,779.970279,30
235754,75333,260.716781,30
162384,31077,270.128397,44
235755,235756,153.326860,30
56709,235757,126.570723,34
27245,54677,300.265897,50
235759,147735,289.288847,0
235763,188399,219.511305,44
109832,235764,500.111026,30
150184,82355,512.174255,36
235765,180249,265.530805,26
13919,13871,50.175821,44
70827,151329,129.324714,30
61100,129684,290.822934,35
235778,153039,246.748613,20
55396,71649,595.790664,45
17380,30960,264.019554,64
194550,99458,293.663387,12
235779,83809,121.618432,12
57737,235780,81.351098,30
47003,87255,248.300308,30
235783,235784,121.268322,0
178692,111066,505.027104,34
235786,5429,260.844102,30
9541,161923,259.048241,30
30295,1958,133.826770,15
235787,27102,96.437542,34
105210,216282,257.802060,30
181099,205107,128.625296,50
100663,46624,879.774902,44
146002,202422,380.797510,30
235791,66834,288.492619,0
107016,49058,256.221424,38
116354,48028,136.479523,34
221163,28311,266.682095,30
144551,231156,122.952426,38
235792,221736,128.824593,18
82450,5571,779.561157,30
235813,100240,566.740954,25
235814,44332,104.369785,0
235815,54515,858.345718,36
108066,160931,661.688605,30
233466,96642,769.809693,60
235816,61361,171.861362,32
235818,98839,136.608046,34
235822,139561,148.546160,18
62179,52110,260.102001,30
235827,49744,492.050910,60
163594,22604,261.853673,24
83219,4977,126.983383,30
235828,56506,753.225395,52
235835,19716,214.630996,26
136475,235836,96.431738,20
235837,235838,160.648843,14
117279,235839,244.316166,30
120061,173048,260.398928,60
42638,81871,39.876228,26
180854,45932,273.381040,52
31735,235840,259.237306,60
68322,235841,17.548421,22
235842,149103,133.195916,10
43425,49077,556.823128,23
235899,159109,909.964281,0
80700,75999,851.874056,30
235910,25434,1822.754492,40
74542,235911,32.126676,24
12744,147754,81.528575,60
167109,77673,91.683680,15
26938,145688,869.238894,32
111262,8756,260.037091,42
82138,51649,764.216569,26
127346,31228,327.836092,30
70512,16780,182.136469,30
235919,180611,513.048411,70
78501,38507,289.933605,44
30954,176295,270.497483,44
25248,97223,471.079477,30
235926,64850,781.705644,30
65126,113666,248.961552,60
235927,26811,273.596769,40
47606,64305,834.027620,42
235928,109473,65.104094,18
235932,235933,122.482416,20
59316,33754,278.307584,34
142930,56552,220.763054,30
205788,221704,137.114790,22
89964,114536,202.689035,46
141515,6328,615.910126,32
115802,43081,321.622340,34
36757,125078,163.249049,46
235938,235939,304.828604,18
181593,97824,684.818100,30
235940,5898,258.683547,20
172632,44923,260.072849,44
46118,235941,130.039231,0
165171,38,258.699757,35
44239,3583,257.168337,45
171260,74353,241.722186,34
81332,72219,260.376108,42
235942,235943,156.537041,12
22980,141912,192.123959,42
235944,39573,319.435364,40
29034,235945,261.705150,45
7341,108581,709.317799,30
235948,939,271.546243,32
8778,160467,313.030090,30
216020,61010,376.516080,34
201477,122127,151.100297,30
54325,65039,871.410114,30
122343,34238,287.426616,36
146049,25816,524.998828,30
149316,52608,370.513278,42
48014,137954,38.495510,36
70087,235949,40.702962,30
102148,34612,302.067704,38
15319,104376,353.768259,30
58601,48122,87.598927,70
202139,24260,261.946968,70
150233,17056,280.768285,24
31640,235950,748.821628,32
106341,42205,37.543704,38
235951,230672,855.284989,26
235957,5511,1021.834541,36
235958,235959,259.674488,44
112249,34791,78.108576,34
115279,166868,569.509347,22
191054,142432,262.086837,56
85268,108897,270.699331,44
144094,31887,1284.992733,50
116135,152154,255.046077,30
235962,137503,341.320168,50
235965,13539,264.566243,20
106381,96655,94.698211,60
235968,157340,104.605460,20
235969,99103,249.558743,40
192929,74923,633.605156,30
235978,225567,258.078226,14
211220,66547,255.162782,36
125745,21551,323.419403,28
103309,211182,389.170544,42
20453,78614,206.836263,28
235992,79140,1947.757422,45
83735,82839,256.443891,30
235993,81521,124.797055,12
26886,215195,162.032241,26
236029,16160,933.205910,25
109917,63619,345.051639,30
138319,17831,425.760736,30
132141,235039,257.856998,30
42598,94798,130.808920,0
83610,98721,238.727879,34
236030,33028,608.680302,26
236031,125123,30.516538,58
4089,99307,619.790084,28
34153,43832,152.236060,52
134765,80557,415.336438,32
236039,112517,770.466396,12
214260,128682,638.861505,36
147562,236040,138.335538,38
35813,31960,460.373104,30
181975,154738,407.077547,30
236042,31893,712.910854,25
102260,236043,17.875122,40
105854,54344,477.290391,30
46662,48300,913.593648,18
42426,198159,878.938190,30
236044,101404,236.439098,52
24571,40147,703.229113,24
206580,41771,260.264442,30
50732,21560,158.096956,30
110270,225311,248.451732,30
48724,229353,656.215590,34
23174,57440,124.986489,30
23766,119433,216.566322,30
116376,74636,666.647739,32
227015,142690,337.870664,52
57796,236045,453.799469,38
236063,158916,68.359718,20
236067,236068,293.370522,22
23779,205803,18.207806,30
236069,95517,52.112719,52
146902,35653,16.210774,52
2283,34775,578.364422,30
838,125732,518.076800,30
174772,89655,323.748226,32
236070,142077,63.291083,0
94832,23684,37.840285,0
26927,84891,50.956596,14
50526,111514,42.703943,48
236079,59804,353.231591,16
236080,214918,128.606532,18
63762,61042,39.028916,0
85057,46267,630.208021,30
178692,82118,256.563235,44
91919,216707,523.225982,26
236082,76091,190.710253,0
220767,234283,250.310979,54
236083,164509,34.294848,30
236084,121282,267.131477,44
192211,199043,843.067401,30
61949,82629,265.408758,0
26468,92600,488.201600,30
164900,190744,484.228024,42
94409,60913,58.018422,24
191891,53378,150.058583,70
81695,37280,27.980357,50
223719,47359,780.113591,30
236085,116185,167.761109,24
236086,149610,40.220893,40
143367,144643,105.072865,34
1356,88340,510.742687,30
86594,236087,495.512230,10
61957,179685,159.478452,60
236090,73804,616.583874,20
128198,20362,260.605121,40
49798,236091,44.169836,26
236092,100981,49.143467,35
56186,181614,251.328766,30
236093,73581,543.226231,50
36037,227014,261.502868,38
64763,54973,281.192916,42
171004,61861,1022.843705,30
28342,140408,131.777813,30
236094,165371,256.043028,30
33068,21319,49.303035,0
236095,133137,673.997007,30
66504,236096,302.899892,16
104385,11283,769.698874,34
71900,54278,557.769581,35
193242,74658,15.206907,34
131898,195828,484.207127,42
38831,193327,710.928384,30
48636,9598,208.029832,44
236099,24584,260.197663,60
236107,28202,539.947059,33
73799,33592,880.615932,60
181647,7399,92.109667,44
28462,158886,277.741512,40
236108,167000,215.403677,30
81124,29941,260.380125,20
110836,50824,260.551925,30
235232,236109,389.882747,10
236110,212184,137.518615,30
236122,38512,933.367498,16
225437,113817,41.894808,0
228727,153439,631.263844,30
1366,9419,259.428063,30
59510,185090,471.622385,30
158577,128046,264.840655,30
236145,137559,63.684658,0
12037,220428,259.438199,42
160198,88592,171.718889,30
236147,66936,447.142474,42
142607,140709,304.405413,32
236154,43179,181.753568,16
236169,39444,745.232213,12
154558,236170,218.255912,28
75430,92594,898.481508,30
51377,206938,397.119477,32
150028,141752,260.052081,30
113748,89929,287.268012,36
236171,34735,331.080170,32
57954,232062,295.017417,30
170188,206470,285.989320,40
236175,206065,563.995355,18
236179,122024,476.689805,30
11890,138684,149.656254,28
236182,83112,119.210090,12
236188,149353,464.060179,58
236190,59330,266.281263,12
236193,63653,708.785909,30
101828,64013,259.921140,40
236194,20285,285.694885,30
54343,212117,91.192216,34
170565,8700,234.061827,30
236204,236205,279.292945,24
103032,31940,260.093972,34
132448,74557,148.663176,40
222722,58860,671.980492,32
78494,20472,26.041699,0
51554,116955,228.790714,30
50634,13561,139.490227,20
24340,158262,271.570250,38
22949,25566,261.106613,50
76099,33067,69.305893,30
104756,236206,298.426095,30
236207,236208,244.342527,20
125111,65653,822.533303,22
70864,50363,82.834119,30
236209,87466,73.046948,36
44431,159528,91.348285,32
56583,180461,249.710324,32
19575,231252,36.913394,30
182115,32166,260.755328,60
63554,160189,259.475356,28
131670,148234,251.290042,30
236210,119326,97.790960,30
25550,119932,50.280200,36
211502,75296,924.469284,30
158476,33085,213.598785,32
236215,1237,472.707571,30
182699,102964,281.521337,70
236216,149713,281.311773,20
30126,29637,248.889753,30
61509,236108,525.688014,30
236448,55100,2064.068275,0
146338,39783,249.451760,30
159066,35981,331.714619,32
168091,236449,348.339689,20
236450,143497,291.324127,0
236451,156925,671.503761,45
79105,41625,465.502096,24
63702,117273,398.882922,32
86790,133286,239.146294,24
172574,189925,648.850876,32
74121,162400,253.913546,32
40997,26910,277.082344,54
132770,169644,252.153312,50
205664,236452,429.576305,30
236453,17008,29.998260,24
59189,151405,1048.526461,32
52019,55733,30.691362,0
58113,202932,265.554607,40
236454,120592,117.015524,48
236476,30056,1422.860181,26
148141,84833,261.111522,30
236482,151776,255.176568,44
61700,107831,29.508090,0
195517,1658,38.182535,20
38640,16405,260.404940,38
53815,159852,775.786508,44
72930,104041,774.216869,30
88453,164587,33.124605,36
59055,134126,260.125761,20
168973,198338,333.992723,30
123161,144940,358.687431,30
179360,89768,440.582203,30
22038,96546,48.598461,0
176631,82888,124.514793,28
24542,115563,704.390553,36
131603,5751,313.277794,32
232981,69707,260.463778,70
98692,54640,241.646432,42
236483,78348,51.597935,36
236485,57942,280.139436,70
236486,178377,770.509228,26
236490,173521,171.842231,16
57354,6029,259.813324,40
91801,207688,321.514849,36
